FID,OBJECTID,Join_Count,TARGET_FID,SEQNUM,X,Y,CFCA_ID,SiteName,Hydroclass,EcoHydro_T,Wetland_Ty,Urban_Dens,SusceptGW,Stressed,Hydro_alt,Acres,Class,SFxZsuArea,SFxZsuAr_1,SFxZusArea,SFxZusAr_1,Lake_,Name,Row,Column_,Ranking,ZsuP_L1,ZusP_L1,ZsuR_L1,ZusR_L1,ZsuP_L3,ZusP_L3,ZsuR_L3,ZusR_L3,X_SP,Y_SP
61,62,0,62,63693.000000000000000,1390691.936000000000000,10360041.619999999000000,SJ-LJ,Lake Louisa,1F Xeric Lakes,1F,Ridge,Moderate,High,YES,NO,1.687762000000000,Class 1,0.193682644520000,0.000286733888570,0.001366817152540,0.189871534946000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.2525450,0.0018537,0.1147570,0.0008098,0.0034215,0.1085630,0.0001699,0.1124990,406358.0000000,1531410.0000000
62,63,0,63,63694.000000000000000,1391941.933999999900000,10360041.619999999000000,SJ-LJ,Lake Louisa,1F Xeric Lakes,1F,Ridge,Moderate,High,YES,NO,7.734495000000000,Class 1,0.619966054121000,0.001323062749540,0.005095872115440,0.884071892604000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.1847450,0.0012740,0.0801560,0.0006589,0.0034366,0.1106500,0.0001711,0.1143020,407608.0000000,1531410.0000000
63,64,0,64,63695.000000000000000,1393191.931000000100000,10360041.619999999000000,SJ-LJ,Lake Louisa,1F Xeric Lakes,1F,Ridge,Moderate,High,YES,NO,6.782699000000000,Class 1,0.006087811650860,0.001167098981200,0.000000000000000,0.786110787710000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.0022121,0.0000138,0.0008976,0.0000000,0.0034493,0.1125050,0.0001721,0.1158990,408859.0000000,1531410.0000000
64,65,1,65,63697.000000000000000,1395691.926000000000000,10360041.619999999000000,SJ-LJ,Lake Louisa,1F Xeric Lakes,1F,Ridge,Moderate,High,YES,NO,17.206591000000000,Class 1,0.000202177450097,0.003067763232770,0.054523214489300,2.181020658570000,107.000000000000000,LAKE MINNEHAHA AT CLERMONT,165.000000000000000,65.000000000000000,L,0.0003465,0.0037803,0.0000118,0.0031687,0.0035211,0.1253200,0.0001783,0.1267550,411359.0000000,1531410.0000000
65,66,1,66,63698.000000000000000,1396941.924000000100000,10360041.619999999000000,SJ-LJ,Lake Louisa,1F Xeric Lakes,1F,Ridge,Moderate,High,YES,NO,23.775535000000001,Class 1,0.000279362544329,0.004285064571980,0.075338490605300,3.104664110810000,107.000000000000000,LAKE MINNEHAHA AT CLERMONT,165.000000000000000,66.000000000000000,L,0.0003465,0.0037803,0.0000118,0.0031687,0.0035407,0.1299210,0.0001802,0.1305820,412610.0000000,1531410.0000000
66,67,1,67,63699.000000000000000,1398191.921000000100000,10360041.619999999000000,SJ-LJ,Lake Louisa,1F Xeric Lakes,1F,Ridge,Moderate,High,YES,NO,19.242818000000000,Class 1,0.000226103118039,0.003473905895700,0.060975488589900,2.524854437860000,107.000000000000000,LAKE MINNEHAHA AT CLERMONT,165.000000000000000,67.000000000000000,L,0.0003465,0.0037803,0.0000118,0.0031687,0.0035437,0.1306800,0.0001805,0.1312100,413860.0000000,1531410.0000000
67,68,0,68,63700.000000000000000,1399441.919000000000000,10360041.619999999000000,SJ-LJ,Lake Louisa,1F Xeric Lakes,1F,Ridge,Moderate,High,YES,NO,9.947217000000000,Class 1,2.097976652390000,0.001749118667790,0.006237899800800,1.215957287240000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.4107000,0.0071558,0.2109110,0.0006271,0.0034942,0.1199490,0.0001758,0.1222410,415111.0000000,1531410.0000000
68,69,0,69,63701.000000000000000,1400691.916000000000000,10360041.619999999000000,SJ-LJ,Lake Louisa,1F Xeric Lakes,1F,Ridge,Moderate,High,YES,NO,0.491018000000000,Class 1,0.097973943679500,0.000085486234516,0.000317055223325,0.058546711228800,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.3940160,0.0060092,0.1995320,0.0006457,0.0034740,0.1164060,0.0001741,0.1192350,416361.0000000,1531410.0000000
69,70,0,70,63723.000000000000000,1428191.861000000000000,10360041.619999999000000,SJ-QB,Johns Lake,1F Xeric Lakes,1F,Ridge,High,High,NO,NO,0.897629000000000,Class 1,0.000012970739033,0.000159867727425,0.003818388185350,0.113452020554000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.0004059,0.0045272,0.0000144,0.0042539,0.0035191,0.1248840,0.0001781,0.1263910,443871.0000000,1531410.0000000
70,71,0,71,63724.000000000000000,1429441.858999999900000,10360041.619999999000000,SJ-QB,Johns Lake,1F Xeric Lakes,1F,Ridge,High,High,NO,NO,8.767006000000000,Class 1,0.000000087670059,0.001568066743040,0.000000000000000,1.120969590280000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.0000788,0.0006322,0.0000000,0.0000000,0.0035270,0.1266470,0.0001789,0.1278620,445121.0000000,1531410.0000000
71,72,0,72,63726.000000000000000,1431941.854000000100000,10360041.619999999000000,SJ-QB,Johns Lake,1F Xeric Lakes,1F,Ridge,High,High,NO,NO,2.879244000000000,Class 1,0.000000547056344,0.000534531654632,0.000000000000000,0.411621004177000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.0000829,0.0006781,0.0000002,0.0000000,0.0035862,0.1450960,0.0001857,0.1429610,447622.0000000,1531410.0000000
72,73,0,73,63727.000000000000000,1433191.851000000000000,10360041.619999999000000,SJ-QB,Johns Lake,1F Xeric Lakes,1F,Ridge,High,High,NO,NO,9.299937000000000,Class 1,0.000193531680732,0.001729509271900,0.063378420797200,1.337073508660000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.0005432,0.0063256,0.0000208,0.0068149,0.0035883,0.1461050,0.0001860,0.1437720,448872.0000000,1531410.0000000
73,74,0,74,63729.000000000000000,1435691.845999999900000,10360041.619999999000000,SJ-QB,Johns Lake,1F Xeric Lakes,1F,Ridge,High,High,NO,NO,1.449364000000000,Class 1,0.000112166284081,0.000262972607134,0.049129946476400,0.192945966548000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.0017603,0.0279574,0.0000774,0.0338976,0.0035522,0.1330010,0.0001814,0.1331250,451373.0000000,1531410.0000000
74,75,0,75,63730.000000000000000,1436941.844000000000000,10360041.619999999000000,SJ-QB,Johns Lake,1F Xeric Lakes,1F,Ridge,High,High,NO,NO,3.117165000000000,Class 1,0.000143015525997,0.000573090794417,0.055886341521400,0.431786776862000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.0010932,0.0146652,0.0000459,0.0179286,0.0035729,0.1395990,0.0001839,0.1385190,452624.0000000,1531410.0000000
75,76,0,76,63731.000000000000000,1438191.841000000000000,10360041.619999999000000,SJ-QB,Johns Lake,1F Xeric Lakes,1F,Ridge,High,High,NO,NO,7.770242000000000,Class 1,0.000001320941194,0.001398099592280,0.000000000000000,1.010030457880000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.0000826,0.0006738,0.0000002,0.0000000,0.0035378,0.1292030,0.0001799,0.1299870,453874.0000000,1531410.0000000
76,77,0,77,63732.000000000000000,1439441.838999999900000,10360041.619999999000000,SJ-QB,Johns Lake,1F Xeric Lakes,1F,Ridge,High,High,NO,NO,10.145244999999999,Class 1,0.000001318881887,0.001846130205830,0.000000000000000,1.362218952260000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.0000815,0.0006619,0.0000001,0.0000000,0.0035571,0.1343970,0.0001820,0.1342720,455124.0000000,1531410.0000000
77,78,1,78,64079.000000000000000,1388191.941000000100000,10358791.619999999000000,SJ-LJ,Lake Louisa,1F Xeric Lakes,1F,Ridge,Moderate,High,YES,NO,23.808057000000002,Class 1,0.000279744677840,0.004220692401860,0.075441544370100,2.972645168940000,107.000000000000000,LAKE MINNEHAHA AT CLERMONT,166.000000000000000,59.000000000000000,L,0.0003465,0.0037803,0.0000118,0.0031687,0.0035103,0.1230560,0.0001773,0.1248590,403857.0000000,1530160.0000000
78,79,1,79,64080.000000000000000,1389441.939000000000000,10358791.619999999000000,SJ-LJ,Lake Louisa,1F Xeric Lakes,1F,Ridge,Moderate,High,YES,NO,35.383870999999999,Class 1,0.000415760496274,0.006287006391620,0.112122290115000,4.443871837480000,107.000000000000000,LAKE MINNEHAHA AT CLERMONT,166.000000000000000,60.000000000000000,L,0.0003465,0.0037803,0.0000118,0.0031687,0.0035145,0.1239280,0.0001777,0.1255900,405107.0000000,1530160.0000000
79,80,1,80,64081.000000000000000,1390691.936000000000000,10358791.619999999000000,SJ-LJ,Lake Louisa,1F Xeric Lakes,1F,Ridge,Moderate,High,YES,NO,34.212941000000001,Class 1,0.000402002068376,0.005998897049600,0.108411917297000,4.152247069390000,107.000000000000000,LAKE MINNEHAHA AT CLERMONT,166.000000000000000,61.000000000000000,L,0.0003465,0.0037803,0.0000118,0.0031687,0.0034885,0.1189130,0.0001753,0.1213650,406358.0000000,1530160.0000000
80,81,1,81,64082.000000000000000,1391941.933999999900000,10358791.619999999000000,SJ-LJ,Lake Louisa,1F Xeric Lakes,1F,Ridge,Moderate,High,YES,NO,35.894547000000003,Class 1,0.000421760939448,0.006209397538980,0.113740489623000,4.213849390110000,107.000000000000000,LAKE MINNEHAHA AT CLERMONT,166.000000000000000,62.000000000000000,L,0.0003465,0.0037803,0.0000118,0.0031687,0.0034607,0.1142500,0.0001730,0.1173950,407608.0000000,1530160.0000000
81,82,1,82,64083.000000000000000,1393191.931000000100000,10358791.619999999000000,SJ-LJ,Lake Louisa,1F Xeric Lakes,1F,Ridge,Moderate,High,YES,NO,35.883237000000001,Class 1,0.000421628046944,0.006224665315910,0.113704651172000,4.240506877780000,107.000000000000000,LAKE MINNEHAHA AT CLERMONT,166.000000000000000,63.000000000000000,L,0.0003465,0.0037803,0.0000118,0.0031687,0.0034664,0.1151630,0.0001735,0.1181750,408859.0000000,1530160.0000000
82,83,1,83,64084.000000000000000,1394441.929000000000000,10358791.619999999000000,SJ-LJ,Lake Louisa,1F Xeric Lakes,1F,Ridge,Moderate,High,YES,NO,17.622060999999999,Class 1,0.000207059222738,0.003072406394610,0.055839730929100,2.108495858800000,107.000000000000000,LAKE MINNEHAHA AT CLERMONT,166.000000000000000,64.000000000000000,L,0.0003465,0.0037803,0.0000118,0.0031687,0.0034769,0.1168940,0.0001744,0.1196510,410109.0000000,1530160.0000000
83,84,1,84,64085.000000000000000,1395691.926000000000000,10358791.619999999000000,SJ-LJ,Lake Louisa,1F Xeric Lakes,1F,Ridge,Moderate,High,YES,NO,34.433653000000000,Class 1,0.000404595434451,0.006029677191670,0.109111296257000,4.165177948660000,107.000000000000000,LAKE MINNEHAHA AT CLERMONT,166.000000000000000,65.000000000000000,L,0.0003465,0.0037803,0.0000118,0.0031687,0.0034858,0.1184380,0.0001751,0.1209620,411359.0000000,1530160.0000000
84,85,1,85,64086.000000000000000,1396941.924000000100000,10358791.619999999000000,SJ-LJ,Lake Louisa,1F Xeric Lakes,1F,Ridge,Moderate,High,YES,NO,35.894556000000001,Class 1,0.000421761045198,0.006309185885660,0.113740518141000,4.383546423890000,107.000000000000000,LAKE MINNEHAHA AT CLERMONT,166.000000000000000,66.000000000000000,L,0.0003465,0.0037803,0.0000118,0.0031687,0.0034935,0.1198090,0.0001758,0.1221230,412610.0000000,1530160.0000000
85,86,1,86,64087.000000000000000,1398191.921000000100000,10358791.619999999000000,SJ-LJ,Lake Louisa,1F Xeric Lakes,1F,Ridge,Moderate,High,YES,NO,35.894547000000003,Class 1,0.000421760939448,0.006347591552540,0.113740489623000,4.452514192480000,107.000000000000000,LAKE MINNEHAHA AT CLERMONT,166.000000000000000,67.000000000000000,L,0.0003465,0.0037803,0.0000118,0.0031687,0.0035054,0.1220870,0.0001768,0.1240440,413860.0000000,1530160.0000000
86,87,1,87,64088.000000000000000,1399441.919000000000000,10358791.619999999000000,SJ-LJ,Lake Louisa,1F Xeric Lakes,1F,Ridge,Moderate,High,YES,NO,35.894556000000001,Class 1,0.000421761045198,0.006303802183600,0.113740518141000,4.374125213760000,107.000000000000000,LAKE MINNEHAHA AT CLERMONT,166.000000000000000,68.000000000000000,L,0.0003465,0.0037803,0.0000118,0.0031687,0.0034917,0.1194990,0.0001756,0.1218600,415111.0000000,1530160.0000000
87,88,1,88,64089.000000000000000,1400691.916000000000000,10358791.619999999000000,SJ-LJ,Lake Louisa,1F Xeric Lakes,1F,Ridge,Moderate,High,YES,NO,24.040761000000000,Class 1,0.000282478949919,0.004353301055280,0.076178922860900,3.181678954480000,107.000000000000000,LAKE MINNEHAHA AT CLERMONT,166.000000000000000,69.000000000000000,L,0.0003465,0.0037803,0.0000118,0.0031687,0.0035488,0.1320550,0.0001811,0.1323450,416361.0000000,1530160.0000000
88,89,0,89,64106.000000000000000,1421941.874000000100000,10358791.619999999000000,SJ-QB,Johns Lake,1F Xeric Lakes,1F,Ridge,High,High,NO,NO,9.168900000000001,Class 1,0.000001100267961,0.001651043799540,0.000000000000000,1.194328942090000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.0000813,0.0006594,0.0000001,0.0000000,0.0035392,0.1295300,0.0001801,0.1302590,437618.0000000,1530160.0000000
89,90,0,90,64107.000000000000000,1423191.871000000000000,10358791.619999999000000,SJ-QB,Johns Lake,1F Xeric Lakes,1F,Ridge,High,High,NO,NO,0.804812000000000,Class 1,0.000032079805234,0.000143956724738,0.012189988614300,0.102921978611000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.0009623,0.0125004,0.0000399,0.0151464,0.0035272,0.1266720,0.0001789,0.1278830,438869.0000000,1530160.0000000
90,91,0,91,64111.000000000000000,1428191.861000000000000,10358791.619999999000000,SJ-QB,Johns Lake,1F Xeric Lakes,1F,Ridge,High,High,NO,NO,5.226068000000000,Class 1,0.176053157495000,0.000941162619172,0.000000000000000,0.680945759592000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.0824205,0.0005238,0.0336875,0.0000000,0.0035393,0.1295780,0.0001801,0.1302980,443871.0000000,1530160.0000000
91,92,1,92,64112.000000000000000,1429441.858999999900000,10358791.619999999000000,SJ-QB,Johns Lake,1F Xeric Lakes,1F,Ridge,High,High,NO,NO,17.775818999999998,Class 1,0.001760161575030,0.003247997702210,0.829493127653000,2.416217574900000,105.000000000000000,JOHNS LAKE,166.000000000000000,92.000000000000000,M,0.0021980,0.0394994,0.0000990,0.0466641,0.0035636,0.1364190,0.0001827,0.1359270,445121.0000000,1530160.0000000
92,93,1,93,64114.000000000000000,1431941.854000000100000,10358791.619999999000000,SJ-QB,Johns Lake,1F Xeric Lakes,1F,Ridge,High,High,NO,NO,23.146834999999999,Class 1,0.002291999572600,0.004326374796220,1.080126916200000,3.386286487000000,105.000000000000000,JOHNS LAKE,166.000000000000000,94.000000000000000,M,0.0021980,0.0394994,0.0000990,0.0466641,0.0035941,0.1492590,0.0001869,0.1462960,447622.0000000,1530160.0000000
93,94,1,94,64115.000000000000000,1433191.851000000000000,10358791.619999999000000,SJ-QB,Johns Lake,1F Xeric Lakes,1F,Ridge,High,High,NO,NO,31.574639000000001,Class 1,0.003126520714080,0.005907930569090,1.473403057190000,4.636965021370000,105.000000000000000,JOHNS LAKE,166.000000000000000,95.000000000000000,M,0.0021980,0.0394994,0.0000990,0.0466641,0.0035953,0.1499630,0.0001871,0.1468570,448872.0000000,1530160.0000000
94,95,1,95,64116.000000000000000,1434441.848999999900000,10358791.619999999000000,SJ-QB,Johns Lake,1F Xeric Lakes,1F,Ridge,High,High,NO,NO,20.349021000000000,Class 1,0.002014960033840,0.003693143870800,0.949569360150000,2.711042166980000,105.000000000000000,JOHNS LAKE,166.000000000000000,96.000000000000000,M,0.0021980,0.0394994,0.0000990,0.0466641,0.0035527,0.1331260,0.0001815,0.1332270,450123.0000000,1530160.0000000
95,96,1,96,64117.000000000000000,1435691.845999999900000,10358791.619999999000000,SJ-QB,Johns Lake,1F Xeric Lakes,1F,Ridge,High,High,NO,NO,33.331059000000003,Class 1,0.003300441420270,0.006193577302340,1.555364868300000,4.779726955970000,105.000000000000000,JOHNS LAKE,166.000000000000000,97.000000000000000,M,0.0021980,0.0394994,0.0000990,0.0466641,0.0035874,0.1456440,0.0001858,0.1434020,451373.0000000,1530160.0000000
96,97,1,97,64118.000000000000000,1436941.844000000000000,10358791.619999999000000,SJ-QB,Johns Lake,1F Xeric Lakes,1F,Ridge,High,High,NO,NO,35.257776999999997,Class 1,0.003491225034210,0.006432428663630,1.645273487420000,4.770243098540000,105.000000000000000,JOHNS LAKE,166.000000000000000,98.000000000000000,M,0.0021980,0.0394994,0.0000990,0.0466641,0.0035612,0.1356470,0.0001824,0.1352960,452624.0000000,1530160.0000000
97,98,1,98,64119.000000000000000,1438191.841000000000000,10358791.619999999000000,SJ-QB,Johns Lake,1F Xeric Lakes,1F,Ridge,High,High,NO,NO,35.331642000000002,Class 1,0.003498539146420,0.006398207028120,1.648720333380000,4.676816110630000,105.000000000000000,JOHNS LAKE,166.000000000000000,99.000000000000000,M,0.0021980,0.0394994,0.0000990,0.0466641,0.0035489,0.1320840,0.0001811,0.1323690,453874.0000000,1530160.0000000
98,99,1,99,64120.000000000000000,1439441.838999999900000,10358791.619999999000000,SJ-QB,Johns Lake,1F Xeric Lakes,1F,Ridge,High,High,NO,NO,30.929703000000000,Class 1,0.003062659152170,0.005605699388090,1.443307679880000,4.104166837100000,105.000000000000000,JOHNS LAKE,166.000000000000000,100.000000000000000,M,0.0021980,0.0394994,0.0000990,0.0466641,0.0035504,0.1324770,0.0001812,0.1326930,455124.0000000,1530160.0000000
99,100,0,100,64467.000000000000000,1388191.941000000100000,10357541.619999999000000,SJ-LJ,Lake Louisa,1F Xeric Lakes,1F,Ridge,Moderate,High,YES,NO,7.214603000000000,Class 1,0.000096387093802,0.001290548184790,0.027532512102200,0.922717653680000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.0003820,0.0042249,0.0000134,0.0038162,0.0035272,0.1266870,0.0001789,0.1278960,403857.0000000,1528910.0000000
100,101,1,101,64468.000000000000000,1389441.939000000000000,10357541.619999999000000,SJ-LJ,Lake Louisa,1F Xeric Lakes,1F,Ridge,Moderate,High,YES,NO,29.446014000000002,Class 1,0.000345990674506,0.005356230024470,0.093306764668100,3.949043659400000,107.000000000000000,LAKE MINNEHAHA AT CLERMONT,167.000000000000000,60.000000000000000,L,0.0003465,0.0037803,0.0000118,0.0031687,0.0035564,0.1342020,0.0001819,0.1341110,405107.0000000,1528910.0000000
101,102,1,102,64469.000000000000000,1390691.936000000000000,10357541.619999999000000,SJ-LJ,Lake Louisa,1F Xeric Lakes,1F,Ridge,Moderate,High,YES,NO,35.894556000000001,Class 1,0.000421761045198,0.006562960553010,0.113740518141000,4.888657592900000,107.000000000000000,LAKE MINNEHAHA AT CLERMONT,167.000000000000000,61.000000000000000,L,0.0003465,0.0037803,0.0000118,0.0031687,0.0035646,0.1367460,0.0001828,0.1361950,406358.0000000,1528910.0000000
102,103,1,103,64470.000000000000000,1391941.933999999900000,10357541.619999999000000,SJ-LJ,Lake Louisa,1F Xeric Lakes,1F,Ridge,Moderate,High,YES,NO,35.894547000000003,Class 1,0.000421760939448,0.006589161812880,0.113740489623000,4.948810035270000,107.000000000000000,LAKE MINNEHAHA AT CLERMONT,167.000000000000000,62.000000000000000,L,0.0003465,0.0037803,0.0000118,0.0031687,0.0035707,0.1388020,0.0001836,0.1378710,407608.0000000,1528910.0000000
103,104,1,104,64471.000000000000000,1393191.931000000100000,10357541.619999999000000,SJ-LJ,Lake Louisa,1F Xeric Lakes,1F,Ridge,Moderate,High,YES,NO,35.894556000000001,Class 1,0.000421761045198,0.006533168158080,0.113740518141000,4.822549730550000,107.000000000000000,LAKE MINNEHAHA AT CLERMONT,167.000000000000000,63.000000000000000,L,0.0003465,0.0037803,0.0000118,0.0031687,0.0035574,0.1344970,0.0001820,0.1343530,408859.0000000,1528910.0000000
104,105,1,105,64472.000000000000000,1394441.929000000000000,10357541.619999999000000,SJ-LJ,Lake Louisa,1F Xeric Lakes,1F,Ridge,Moderate,High,YES,NO,35.894547000000003,Class 1,0.000421760939448,0.006478606602040,0.113740489623000,4.706460777940000,107.000000000000000,LAKE MINNEHAHA AT CLERMONT,167.000000000000000,64.000000000000000,L,0.0003465,0.0037803,0.0000118,0.0031687,0.0035432,0.1305700,0.0001805,0.1311190,410109.0000000,1528910.0000000
105,106,1,106,64473.000000000000000,1395691.926000000000000,10357541.619999999000000,SJ-LJ,Lake Louisa,1F Xeric Lakes,1F,Ridge,Moderate,High,YES,NO,35.894547000000003,Class 1,0.000421760939448,0.006431943857960,0.113740489623000,4.612687294000000,107.000000000000000,LAKE MINNEHAHA AT CLERMONT,167.000000000000000,65.000000000000000,L,0.0003465,0.0037803,0.0000118,0.0031687,0.0035304,0.1274200,0.0001792,0.1285070,411359.0000000,1528910.0000000
106,107,1,107,64474.000000000000000,1396941.924000000100000,10357541.619999999000000,SJ-LJ,Lake Louisa,1F Xeric Lakes,1F,Ridge,Moderate,High,YES,NO,35.894556000000001,Class 1,0.000421761045198,0.006403947817200,0.113740518141000,4.557979214830000,107.000000000000000,LAKE MINNEHAHA AT CLERMONT,167.000000000000000,66.000000000000000,L,0.0003465,0.0037803,0.0000118,0.0031687,0.0035223,0.1255920,0.0001784,0.1269820,412610.0000000,1528910.0000000
